category,location_type,location,context,outcome_status,persistent_id,id,location_subtype,month
anti-social-behaviour,Force,"{'latitude': '53.795337', 'street': {'id': 2122494, 'name': 'On or near Mill Hill'}, 'longitude': '-1.545615'}",,,,135255862,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801445', 'street': {'id': 2122062, 'name': 'On or near Hospital'}, 'longitude': '-1.551744'}",,,,135256151,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.799438', 'street': {'id': 2122989, 'name': 'On or near Parking Area'}, 'longitude': '-1.539164'}",,,,135256166,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798275', 'street': {'id': 2121900, 'name': 'On or near Little Queen Street'}, 'longitude': '-1.554753'}",,,,135256167,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797864', 'street': {'id': 2122514, 'name': 'On or near Parking Area'}, 'longitude': '-1.545800'}",,,,135256170,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.793517', 'street': {'id': 2122641, 'name': 'On or near Sovereign Street'}, 'longitude': '-1.544268'}",,,,135256178,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.806024', 'street': {'id': 2120892, 'name': 'On or near Kelsall Grove'}, 'longitude': '-1.569962'}",,,,135256240,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.795991', 'street': {'id': 2122892, 'name': 'On or near Shopping Area'}, 'longitude': '-1.540218'}",,,,135254510,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.791175', 'street': {'id': 2122270, 'name': 'On or near Front Street'}, 'longitude': '-1.550153'}",,,,135255533,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797570', 'street': {'id': 2123298, 'name': ""On or near St Peter's Street""}, 'longitude': '-1.534963'}",,,,135256675,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.793575', 'street': {'id': 2122419, 'name': 'On or near Little Neville Street'}, 'longitude': '-1.547714'}",,,,135256694,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.790070', 'street': {'id': 2123286, 'name': 'On or near Chadwick Street'}, 'longitude': '-1.533756'}",,,,135256993,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.791175', 'street': {'id': 2122270, 'name': 'On or near Front Street'}, 'longitude': '-1.550153'}",,,,135254537,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801463', 'street': {'id': 2123853, 'name': 'On or near Thealby Lawn'}, 'longitude': '-1.528225'}",,,,135257017,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798854', 'street': {'id': 2122480, 'name': 'On or near Upper Basinghall Street'}, 'longitude': '-1.546351'}",,,,135254821,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.800859', 'street': {'id': 2122019, 'name': 'On or near Leighton Place'}, 'longitude': '-1.553587'}",,,,135254958,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796278', 'street': {'id': 2123053, 'name': 'On or near Harper Street'}, 'longitude': '-1.537756'}",,,,135257110,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.793694', 'street': {'id': 2123719, 'name': 'On or near Richmond Street'}, 'longitude': '-1.529663'}",,,,135257115,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,,,135255028,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801954', 'street': {'id': 2121833, 'name': 'On or near Belmont Grove'}, 'longitude': '-1.555701'}",,,,135255566,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.804869', 'street': {'id': 2122439, 'name': 'On or near Parking Area'}, 'longitude': '-1.546909'}",,,,135257109,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797092', 'street': {'id': 2123546, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.532190'}",,,,135257049,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801873', 'street': {'id': 2122002, 'name': ""On or near St George's Road""}, 'longitude': '-1.553257'}",,,,135257005,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.802604', 'street': {'id': 2121006, 'name': 'On or near Parking Area'}, 'longitude': '-1.566232'}",,,,135256979,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796525', 'street': {'id': 2122853, 'name': 'On or near Central Road'}, 'longitude': '-1.541290'}",,,,135256894,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,,,135256870,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798032', 'street': {'id': 2122387, 'name': 'On or near Russell Street'}, 'longitude': '-1.547650'}",,,,135256497,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.807539', 'street': {'id': 2120947, 'name': 'On or near Hartwell Road'}, 'longitude': '-1.568929'}",,,,135256287,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796355', 'street': {'id': 2123178, 'name': 'On or near Supermarket'}, 'longitude': '-1.536859'}",,,,135256251,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798173', 'street': {'id': 2122916, 'name': 'On or near Sidney Street'}, 'longitude': '-1.539724'}",,,,135256250,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794080', 'street': {'id': 2122664, 'name': 'On or near Parking Area'}, 'longitude': '-1.544009'}",,,,135256249,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,,,135256211,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.791258', 'street': {'id': 2121867, 'name': 'On or near Silver Street'}, 'longitude': '-1.555586'}",,,,135255029,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796218', 'street': {'id': 2121714, 'name': 'On or near Wellington Place'}, 'longitude': '-1.557599'}",,,,135256210,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796834', 'street': {'id': 2123218, 'name': 'On or near Bus/coach Station'}, 'longitude': '-1.535886'}",,,,135256196,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801463', 'street': {'id': 2123853, 'name': 'On or near Thealby Lawn'}, 'longitude': '-1.528225'}",,,,135256193,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798090', 'street': {'id': 2123365, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.534411'}",,,,135256069,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801873', 'street': {'id': 2122002, 'name': ""On or near St George's Road""}, 'longitude': '-1.553257'}",,,,135255272,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,,,135256060,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.800859', 'street': {'id': 2122019, 'name': 'On or near Leighton Place'}, 'longitude': '-1.553587'}",,,,135255985,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.790935', 'street': {'id': 2122203, 'name': 'On or near David Street'}, 'longitude': '-1.550854'}",,,,135255965,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.801562', 'street': {'id': 2123147, 'name': 'On or near Parking Area'}, 'longitude': '-1.537394'}",,,,135255964,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794080', 'street': {'id': 2122664, 'name': 'On or near Parking Area'}, 'longitude': '-1.544009'}",,,,135255841,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796105', 'street': {'id': 2123473, 'name': 'On or near Brick Street'}, 'longitude': '-1.532535'}",,,,135255603,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.800859', 'street': {'id': 2122019, 'name': 'On or near Leighton Place'}, 'longitude': '-1.553587'}",,,,135255597,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.791175', 'street': {'id': 2122270, 'name': 'On or near Front Street'}, 'longitude': '-1.550153'}",,,,135255561,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.799635', 'street': {'id': 2121717, 'name': 'On or near Marlborough Towers'}, 'longitude': '-1.558064'}",,,,135255555,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.791175', 'street': {'id': 2122270, 'name': 'On or near Front Street'}, 'longitude': '-1.550153'}",,,,135255554,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.810902', 'street': {'id': 2121924, 'name': ""On or near St Mark's Street""}, 'longitude': '-1.554452'}",,,,135256845,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797550', 'street': {'id': 2123210, 'name': 'On or near Bus/coach Station'}, 'longitude': '-1.536202'}",,,,135256678,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796834', 'street': {'id': 2123218, 'name': 'On or near Bus/coach Station'}, 'longitude': '-1.535886'}",,,,135255857,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.806546', 'street': {'id': 2120845, 'name': 'On or near Kelsall Place'}, 'longitude': '-1.570230'}",,,,135256286,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,,,135255924,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797993', 'street': {'id': 2122779, 'name': 'On or near Shopping Area'}, 'longitude': '-1.541897'}",,,,135255836,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,,,135255684,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.790787', 'street': {'id': 2122428, 'name': 'On or near Victoria Road'}, 'longitude': '-1.547379'}",,,,135255582,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798032', 'street': {'id': 2122387, 'name': 'On or near Russell Street'}, 'longitude': '-1.547650'}",,,,135255420,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.792724', 'street': {'id': 2122189, 'name': 'On or near Wharf Approach'}, 'longitude': '-1.551002'}",,,,135255858,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.807514', 'street': {'id': 2122373, 'name': 'On or near Lofthouse Place'}, 'longitude': '-1.547548'}",,,,135255553,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.800358', 'street': {'id': 2123400, 'name': 'On or near Cross Bell Street'}, 'longitude': '-1.533095'}",,,,135255489,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798090', 'street': {'id': 2123365, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.534411'}",,,,135255421,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796068', 'street': {'id': 2120933, 'name': 'On or near Parking Area'}, 'longitude': '-1.568166'}",,,,135254583,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798043', 'street': {'id': 2121012, 'name': 'On or near Holts Crest Way'}, 'longitude': '-1.567569'}",,,,135254624,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797501', 'street': {'id': 2122303, 'name': ""On or near Croft's Court""}, 'longitude': '-1.549721'}",,,,135254625,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.803337', 'street': {'id': 2122564, 'name': 'On or near Queen Square'}, 'longitude': '-1.545604'}",,,,135254636,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.800298', 'street': {'id': 2121524, 'name': 'On or near Back Burley Street'}, 'longitude': '-1.560030'}",,,,135254649,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798816', 'street': {'id': 2122654, 'name': 'On or near Lands Lane'}, 'longitude': '-1.543376'}",,,,135255438,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.793575', 'street': {'id': 2122419, 'name': 'On or near Little Neville Street'}, 'longitude': '-1.547714'}",,,,135255481,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798634', 'street': {'id': 2122485, 'name': 'On or near Further/higher Educational Building'}, 'longitude': '-1.546665'}",,,,135255492,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.793517', 'street': {'id': 2122641, 'name': 'On or near Sovereign Street'}, 'longitude': '-1.544268'}",,,,135255557,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.791258', 'street': {'id': 2121867, 'name': 'On or near Silver Street'}, 'longitude': '-1.555586'}",,,,135255577,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794939', 'street': {'id': 2122659, 'name': 'On or near Nightclub'}, 'longitude': '-1.542628'}",,,,135255608,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.802493', 'street': {'id': 2122582, 'name': 'On or near Merrion Way'}, 'longitude': '-1.543579'}",,,,135255831,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.804869', 'street': {'id': 2122439, 'name': 'On or near Parking Area'}, 'longitude': '-1.546909'}",,,,135257095,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794080', 'street': {'id': 2122664, 'name': 'On or near Parking Area'}, 'longitude': '-1.544009'}",,,,135257061,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,,,135255376,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.808804', 'street': {'id': 2122354, 'name': 'On or near Back Blenheim Avenue'}, 'longitude': '-1.548765'}",,,,135255430,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.811444', 'street': {'id': 2122044, 'name': ""On or near St Mark's Road""}, 'longitude': '-1.552958'}",,,,135255439,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798896', 'street': {'id': 2122734, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.543208'}",,,,135257003,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.808651', 'street': {'id': 2122855, 'name': 'On or near Oatland Lane'}, 'longitude': '-1.541568'}",,,,135256510,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.803936', 'street': {'id': 2122554, 'name': 'On or near Providence Place'}, 'longitude': '-1.544899'}",,,,135256255,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,,,135256209,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798950', 'street': {'id': 2123366, 'name': 'On or near Playhouse Square'}, 'longitude': '-1.533840'}",,,,135256160,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797086', 'street': {'id': 2123249, 'name': 'On or near Leeds City Bus Station'}, 'longitude': '-1.535303'}",,,,135256158,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.800472', 'street': {'id': 2122368, 'name': 'On or near Alexander Street'}, 'longitude': '-1.548566'}",,,,135256063,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.804558', 'street': {'id': 2120730, 'name': 'On or near Willow Close'}, 'longitude': '-1.572194'}",,,,135256035,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.795991', 'street': {'id': 2122892, 'name': 'On or near Shopping Area'}, 'longitude': '-1.540218'}",,,,135255978,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.790787', 'street': {'id': 2122428, 'name': 'On or near Victoria Road'}, 'longitude': '-1.547379'}",,,,135255927,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,,,135257096,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,,,135254618,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794244', 'street': {'id': 2123310, 'name': 'On or near The Chandlers'}, 'longitude': '-1.534818'}",,,,135254645,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798043', 'street': {'id': 2121012, 'name': 'On or near Holts Crest Way'}, 'longitude': '-1.567569'}",,,,135254651,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797092', 'street': {'id': 2123546, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.532190'}",,,,135254654,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,,,135254835,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794273', 'street': {'id': 2122619, 'name': 'On or near Parking Area'}, 'longitude': '-1.544761'}",,,,135254937,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.799069', 'street': {'id': 2122175, 'name': 'On or near Park Square East'}, 'longitude': '-1.550903'}",,,,135254939,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.796525', 'street': {'id': 2122853, 'name': 'On or near Central Road'}, 'longitude': '-1.541290'}",,,,135255012,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,,,135255013,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.797975', 'street': {'id': 2121462, 'name': 'On or near Parking Area'}, 'longitude': '-1.561133'}",,,,135255015,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.794244', 'street': {'id': 2123310, 'name': 'On or near The Chandlers'}, 'longitude': '-1.534818'}",,,,135255087,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.795989', 'street': {'id': 2123654, 'name': 'On or near Foundry Street'}, 'longitude': '-1.530563'}",,,,135255127,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.787999', 'street': {'id': 2122483, 'name': 'On or near Meadow Road'}, 'longitude': '-1.546817'}",,,,135255133,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.803388', 'street': {'id': 2122184, 'name': 'On or near Hospital'}, 'longitude': '-1.549658'}",,,,135255236,,2026-05
anti-social-behaviour,Force,"{'latitude': '53.798747', 'street': {'id': 2121992, 'name': 'On or near Somers Place'}, 'longitude': '-1.553609'}",,,,135255237,,2026-05
bicycle-theft,Force,"{'latitude': '53.796355', 'street': {'id': 2123178, 'name': 'On or near Supermarket'}, 'longitude': '-1.536859'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",8de5168d86cefee99b3853efb97f277fce2d6e007ef8537067dcc9204bf632ec,135234372,,2026-05
bicycle-theft,Force,"{'latitude': '53.795568', 'street': {'id': 2122090, 'name': 'On or near Further/higher Educational Building'}, 'longitude': '-1.552064'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",ed8ed678d99eab0e02438cfbd530a87eda1180a809eb82a00cabc7927a5daea7,135240753,,2026-05
bicycle-theft,Force,"{'latitude': '53.801445', 'street': {'id': 2122062, 'name': 'On or near Hospital'}, 'longitude': '-1.551744'}",,"{'category': 'Under investigation', 'date': '2026-05'}",90e4f316be26c0291e34b4e50e128c97498834a76ce27563df3ab44e93a1647e,135231749,,2026-05
bicycle-theft,Force,"{'latitude': '53.806157', 'street': {'id': 2121725, 'name': 'On or near Cromer Road'}, 'longitude': '-1.557205'}",,"{'category': 'Under investigation', 'date': '2026-05'}",747264da2dd6fb5f8c2b8bb053996c0d8a0776b7395e0c41dcc23c432a73f961,135251992,,2026-05
bicycle-theft,Force,"{'latitude': '53.809171', 'street': {'id': 2121912, 'name': 'On or near Kingston Terrace'}, 'longitude': '-1.553210'}",,"{'category': 'Under investigation', 'date': '2026-05'}",4dbc67159410a5702b109664676e1899e67055cc4b99bb27b413dce68eff0ffe,135241648,,2026-05
bicycle-theft,Force,"{'latitude': '53.796139', 'street': {'id': 2122861, 'name': 'On or near Nightclub'}, 'longitude': '-1.541279'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",5c9b1d181f0669add96afdd5a0dbe65418777de580e4216356672cc90e299dea,135233413,,2026-05
bicycle-theft,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",9467f4fd24eccf851114d5c90130293a1e724f3c6728b292504330fe283d0406,135245000,,2026-05
bicycle-theft,Force,"{'latitude': '53.807784', 'street': {'id': 2123046, 'name': 'On or near Oatland Gardens'}, 'longitude': '-1.537994'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",6a4aa913ae87163bec86af207a709cc1bd36ab89bb690e815c1e7e2b6656ff7a,135244405,,2026-05
bicycle-theft,Force,"{'latitude': '53.802493', 'street': {'id': 2122582, 'name': 'On or near Merrion Way'}, 'longitude': '-1.543579'}",,"{'category': 'Under investigation', 'date': '2026-05'}",86c8943910b011aedd261e9e32558ed95f7489d3765bc89214d093914d3936ec,135242930,,2026-05
bicycle-theft,Force,"{'latitude': '53.799069', 'street': {'id': 2122175, 'name': 'On or near Park Square East'}, 'longitude': '-1.550903'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",3babceee8c12e38528ef6d3f944150f32b05cfcc6a9a571b6333818bd794aadf,135246835,,2026-05
bicycle-theft,Force,"{'latitude': '53.800736', 'street': {'id': 2121109, 'name': 'On or near Cavendish Street'}, 'longitude': '-1.566600'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",13ecad7b9c22f6c3819ac169cbef734f294b079358b0a2c9f5e26a9dacb3dc2b,135234159,,2026-05
bicycle-theft,Force,"{'latitude': '53.797993', 'street': {'id': 2122779, 'name': 'On or near Shopping Area'}, 'longitude': '-1.541897'}",,"{'category': 'Under investigation', 'date': '2026-05'}",c544c8b3635a27ec216b47caf7e88c94c2d901e5c2daebb6b56cd34cc91e6260,135246689,,2026-05
bicycle-theft,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,"{'category': 'Under investigation', 'date': '2026-05'}",12eb01ca9a1d217d277382d92c274f1f2f3d8d86d394b16faaca85a9f388c312,135246178,,2026-05
bicycle-theft,Force,"{'latitude': '53.798747', 'street': {'id': 2121992, 'name': 'On or near Somers Place'}, 'longitude': '-1.553609'}",,"{'category': 'Under investigation', 'date': '2026-05'}",8d37b195250f6b3dd29181832a6817e22dbc2ee7a2529ed3925177864c38ada4,135237350,,2026-05
bicycle-theft,Force,"{'latitude': '53.806477', 'street': {'id': 2122797, 'name': 'On or near Fieldhead Terrace'}, 'longitude': '-1.541789'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",0489939b5456ee2e5b1725b31c673a63fb063ff7de0f41e90f3322cb876a4c07,135252405,,2026-05
bicycle-theft,Force,"{'latitude': '53.802493', 'street': {'id': 2122582, 'name': 'On or near Merrion Way'}, 'longitude': '-1.543579'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",7213d38243e914fc8c702647adc2b9677f7bd1186818aee9a584401b370d2ac9,135245321,,2026-05
